iteration,population_size,to_mate,to_mutate,fitness,time
4670,200,25,10,37.0,0.32444437
4680,200,25,10,45.0,0.292388727
4690,200,25,10,31.0,0.288378277
4700,200,25,10,48.0,0.296313832
4710,200,25,10,29.0,0.31288059
4720,200,25,10,56.0,0.292983718
4730,200,25,10,27.0,0.290593822
4740,200,25,10,32.0,0.285576348
4750,200,25,10,42.0,0.30922715
4760,200,25,10,22.0,0.289742767
4770,200,25,10,29.0,0.293004426
4780,200,25,10,47.0,0.322977402
4790,200,25,10,38.0,0.297479902
4800,200,25,10,39.0,0.293977818
4810,200,25,10,26.0,0.304252747
4820,200,25,10,38.0,0.313964065
4830,200,25,10,45.0,0.304340791
4840,200,25,10,53.0,0.322585961
4850,200,25,10,31.0,0.298098411
4860,200,25,10,35.0,0.296649622
4870,200,25,10,42.0,0.299140152
4880,200,25,10,35.0,0.316365067
4890,200,25,10,36.0,0.29346894
4900,200,25,10,35.0,0.302613867
4910,200,25,10,30.0,0.341327962
4920,200,25,10,32.0,0.295962589
4930,200,25,10,43.0,0.305777691
4940,200,25,10,39.0,0.311283752
4950,200,25,10,39.0,0.310801549
4960,200,25,10,31.0,0.301709311
4970,200,25,10,39.0,0.327831365
4980,200,25,10,34.0,0.311456735
4990,200,25,10,30.0,0.320574728
0,200,25,20,15.0,2.32900001151e-06
10,200,25,20,12.0,0.000834890000007
20,200,25,20,9.0,0.00147263299999
30,200,25,20,9.0,0.00203692800001
40,200,25,20,9.0,0.00260634499999
50,200,25,20,12.0,0.003063888
60,200,25,20,10.0,0.003745344
70,200,25,20,11.0,0.00438241900001
80,200,25,20,8.0,0.00473392400001
90,200,25,20,12.0,0.00522407599999
100,200,25,20,11.0,0.006050434
110,200,25,20,11.0,0.00670242699999
120,200,25,20,13.0,0.007448185
130,200,25,20,15.0,0.00787423199999
140,200,25,20,13.0,0.008156267
150,200,25,20,15.0,0.00874583700001
160,200,25,20,17.0,0.00936832799999
170,200,25,20,21.0,0.009842394
180,200,25,20,19.0,0.011071575
190,200,25,20,13.0,0.011329782
200,200,25,20,15.0,0.011834483
210,200,25,20,12.0,0.012637373
220,200,25,20,17.0,0.013098863
230,200,25,20,9.0,0.013706947
240,200,25,20,12.0,0.014180491
250,200,25,20,12.0,0.025678394
260,200,25,20,15.0,0.023695316
270,200,25,20,17.0,0.028267266
280,200,25,20,11.0,0.04135045
290,200,25,20,20.0,0.017630208
300,200,25,20,20.0,0.01850501
310,200,25,20,14.0,0.019545121
320,200,25,20,13.0,0.019019873
330,200,25,20,16.0,0.026285102
340,200,25,20,11.0,0.030138438
350,200,25,20,19.0,0.033626187
360,200,25,20,18.0,0.033971628
370,200,25,20,17.0,0.022610107
380,200,25,20,11.0,0.028095843
390,200,25,20,14.0,0.023782974
400,200,25,20,20.0,0.027580709
410,200,25,20,18.0,0.033247408
420,200,25,20,18.0,0.040768469
430,200,25,20,11.0,0.037014633
440,200,25,20,22.0,0.026446468
450,200,25,20,20.0,0.02733031
460,200,25,20,12.0,0.029334351
470,200,25,20,16.0,0.041372229
480,200,25,20,27.0,0.043156477
490,200,25,20,12.0,0.041358037
500,200,25,20,23.0,0.032861353
510,200,25,20,17.0,0.030848025
520,200,25,20,16.0,0.031317256
530,200,25,20,22.0,0.038601224
540,200,25,20,18.0,0.049333754
550,200,25,20,22.0,0.046626463
560,200,25,20,24.0,0.033901457
570,200,25,20,19.0,0.062685542
580,200,25,20,19.0,0.047113086
590,200,25,20,25.0,0.053916371
600,200,25,20,17.0,0.041031488
610,200,25,20,23.0,0.041023058
620,200,25,20,16.0,0.037134363
630,200,25,20,19.0,0.040041043
640,200,25,20,28.0,0.05467803
650,200,25,20,15.0,0.054166001
660,200,25,20,18.0,0.039379978
670,200,25,20,28.0,0.040430028
680,200,25,20,16.0,0.053597729
690,200,25,20,20.0,0.062446477
700,200,25,20,17.0,0.042451716
710,200,25,20,21.0,0.043107674
720,200,25,20,19.0,0.046159502
730,200,25,20,35.0,0.060851863
740,200,25,20,18.0,0.062886069
750,200,25,20,18.0,0.044882773
760,200,25,20,20.0,0.044718853
770,200,25,20,13.0,0.0470106
780,200,25,20,20.0,0.094806151
790,200,25,20,21.0,0.050063047
800,200,25,20,18.0,0.050752343
810,200,25,20,33.0,0.064975922
820,200,25,20,25.0,0.062987596
830,200,25,20,16.0,0.050040905
840,200,25,20,27.0,0.050135137
850,200,25,20,31.0,0.056764881
860,200,25,20,24.0,0.068532042
870,200,25,20,21.0,0.058677882
880,200,25,20,16.0,0.052377315
890,200,25,20,24.0,0.067888514
900,200,25,20,22.0,0.071772214
910,200,25,20,28.0,0.054271449
920,200,25,20,19.0,0.055146258
930,200,25,20,23.0,0.081390269
940,200,25,20,19.0,0.069105775
950,200,25,20,24.0,0.057424323
960,200,25,20,21.0,0.059528903
970,200,25,20,29.0,0.084187098
980,200,25,20,30.0,0.069647048
990,200,25,20,21.0,0.058978714
1000,200,25,20,22.0,0.061284994
1010,200,25,20,26.0,0.073958767
1020,200,25,20,22.0,0.077219476
1030,200,25,20,21.0,0.063796645
