iterations,fitness,time
3980,3217.82895652,0.000353177
3990,2987.42316988,0.000378424
4000,3233.22809274,0.000358616
4010,3160.49861417,0.000397164
4020,3178.26355162,0.00036708
4030,3122.29010797,0.000471152
4040,3143.77002908,0.000885896
4050,3044.94547269,0.000722789
4060,3281.69624702,0.000417785
4070,3096.40588388,0.000584361
4080,3271.03624159,0.000432675
4090,3284.499391,0.000753479
4100,2918.97811714,0.000393947
4110,3265.01701654,0.000371557
4120,2814.9643914,0.000373085
4130,2759.25492508,0.00036911
4140,3185.3176833,0.000372162
4150,3171.36348908,0.000541675
4160,3177.5599471,0.000409228
4170,2961.05529617,0.00046745
4180,3157.63746575,0.000532675
4190,3182.49811829,0.000744249
4200,3204.40056301,0.000424765
4210,3078.05003421,0.000547306
4220,2749.97332188,0.000405007
4230,2850.73437982,0.000381774
4240,3186.5152514,0.00037335
4250,3032.3643114,0.000412439
4260,2944.36717813,0.000655355
4270,2916.19850005,0.000425396
4280,3162.48412761,0.000644262
4290,3005.73684479,0.001628491
4300,3047.71466005,0.000824371
4310,2746.41103243,0.001055503
4320,3047.34535837,0.00053088
4330,2875.65578005,0.000699547
4340,2855.135933,0.000988577
4350,3283.04803394,0.000526504
4360,3316.81544449,0.000685357
4370,3038.14672497,0.001957918
4380,3160.22527822,0.001073173
4390,3070.55168858,0.000518986
4400,3039.75057668,0.001175228
4410,3295.67277894,0.000528318
4420,2841.17572082,0.001051476
4430,3152.01486568,0.000607644
4440,3136.20065461,0.001396855
4450,3271.21366394,0.001127793
4460,3252.24277547,0.00107804
4470,3327.66195414,0.001073652
4480,2790.48971738,0.000891566
4490,3027.95251377,0.000396894
4500,3273.30051526,0.000490379
4510,2760.05778417,0.0007765
4520,3252.02605312,0.000577609
4530,3134.86275395,0.001474065
4540,3106.84175399,0.001169993
4550,3263.67696009,0.001103967
4560,2943.23498737,0.001183602
4570,3203.85406196,0.001143133
4580,2815.4318645,0.001114808
4590,3059.06474682,0.001240313
4600,3403.9361018,0.001138533
4610,3156.54289538,0.001159927
4620,3291.42693232,0.001228632
4630,3295.47110334,0.00129752
4640,3119.50933524,0.001104163
4650,2989.35474845,0.001163926
4660,3288.78724916,0.00111955
4670,3251.97404725,0.001343186
4680,3067.51352004,0.001308114
4690,3048.93919262,0.001167994
4700,2905.04889434,0.0011354
4710,3057.37448657,0.001159486
4720,3119.41728888,0.001153664
4730,2948.46801504,0.001166395
4740,3116.60025384,0.001158206
4750,3222.27598732,0.001188625
4760,3165.764356,0.001157173
4770,3192.37244679,0.001153418
4780,3231.37580288,0.001132787
4790,3019.39440083,0.001173398
4800,3186.27223699,0.001119274
4810,3088.73497762,0.001107837
4820,3374.27729061,0.001288666
4830,3119.80147067,0.004985677
4840,3029.67746729,0.000568712
4850,3126.72787715,0.000533323
4860,3030.85271241,0.000433261
4870,2941.81020148,0.000438032
4880,2980.40287556,0.000451156
4890,3171.68677088,0.000615789
4900,2743.99717194,0.000433865
4910,3073.82995924,0.000431746
4920,3157.13687006,0.000576818
4930,3337.56549925,0.000563262
4940,3126.48715766,0.000446585
4950,2918.23382509,0.000438239
4960,3039.89660838,0.00044168
4970,3287.21685572,0.000839273
4980,2972.89473361,0.000537456
4990,3258.39008361,0.000452978
