iteration,cooling_value,fitness,time
1300,0.19,80.0,0.001253773
1310,0.19,80.0,0.001569317
1320,0.19,80.0,0.00159127
1330,0.19,80.0,0.001280334
1340,0.19,80.0,0.001600134
1350,0.19,80.0,0.002257304
1360,0.19,80.0,0.001844144
1370,0.19,80.0,0.005644199
1380,0.19,80.0,0.001564271
1390,0.19,80.0,0.001119408
1400,0.19,80.0,0.001194784
1410,0.19,80.0,0.001055504
1420,0.19,80.0,0.001204142
1430,0.19,80.0,0.001379211
1440,0.19,80.0,0.001642212
1450,0.19,80.0,0.001553508
1460,0.19,80.0,0.00100788
1470,0.19,80.0,0.001102594
1480,0.19,80.0,0.001061386
1490,0.19,80.0,0.001091837
1500,0.19,80.0,0.002781374
1510,0.19,80.0,0.001299432
1520,0.19,80.0,0.001607311
1530,0.19,80.0,0.001526952
1540,0.19,80.0,0.001433538
1550,0.19,80.0,0.001441859
1560,0.19,80.0,0.001485299
1570,0.19,80.0,0.001488493
1580,0.19,80.0,0.001349057
1590,0.19,80.0,0.001249304
1600,0.19,80.0,0.001344063
1610,0.19,80.0,0.001537298
1620,0.19,80.0,0.001227045
1630,0.19,80.0,0.001305077
1640,0.19,80.0,0.001202269
1650,0.19,80.0,0.001238307
1660,0.19,80.0,0.001559006
1670,0.19,80.0,0.001413737
1680,0.19,80.0,0.001376719
1690,0.19,80.0,0.001671658
1700,0.19,80.0,0.00130958
1710,0.19,80.0,0.00136764
1720,0.19,80.0,0.001661832
1730,0.19,80.0,0.001358005
1740,0.19,80.0,0.001535958
1750,0.19,80.0,0.001549905
1760,0.19,80.0,0.001393681
1770,0.19,80.0,0.001498575
1780,0.19,80.0,0.001327251
1790,0.19,80.0,0.001363893
1800,0.19,80.0,0.001366872
1810,0.19,80.0,0.001377279
1820,0.19,80.0,0.001539908
1830,0.19,80.0,0.001382324
1840,0.19,80.0,0.001360857
1850,0.19,80.0,0.00147937
1860,0.19,80.0,0.001425788
1870,0.19,80.0,0.001477892
1880,0.19,80.0,0.001451391
1890,0.19,80.0,0.001411017
1900,0.19,80.0,0.001551495
1910,0.19,80.0,0.001547983
1920,0.19,80.0,0.001473019
1930,0.19,80.0,0.001484746
1940,0.19,80.0,0.001470568
1950,0.19,80.0,0.001481048
1960,0.19,80.0,0.001612331
1970,0.19,80.0,0.001521623
1980,0.19,80.0,0.003017572
1990,0.19,80.0,0.001742191
2000,0.19,80.0,0.001489549
2010,0.19,80.0,0.001541052
2020,0.19,80.0,0.001503374
2030,0.19,80.0,0.001637611
2040,0.19,80.0,0.00170302
2050,0.19,80.0,0.001585133
2060,0.19,80.0,0.00155142
2070,0.19,80.0,0.001565898
2080,0.19,80.0,0.002810229
2090,0.19,80.0,0.001819054
2100,0.19,80.0,0.00171733
2110,0.19,80.0,0.002066365
2120,0.19,80.0,0.001842228
2130,0.19,80.0,0.00164994
2140,0.19,80.0,0.001764399
2150,0.19,80.0,0.002222058
2160,0.19,80.0,0.00163498
2170,0.19,80.0,0.00180655
2180,0.19,80.0,0.003318476
2190,0.19,80.0,0.001713241
2200,0.19,80.0,0.001890664
2210,0.19,80.0,0.002186784
2220,0.19,80.0,0.002367219
2230,0.19,80.0,0.002100465
2240,0.19,80.0,0.003108083
2250,0.19,80.0,0.001776905
2260,0.19,80.0,0.002149073
2270,0.19,80.0,0.002237945
2280,0.19,80.0,0.002308156
2290,0.19,80.0,0.002013483
2300,0.19,80.0,0.002117803
2310,0.19,80.0,0.001935741
2320,0.19,80.0,0.00201036
2330,0.19,80.0,0.001858074
2340,0.19,80.0,0.002179845
2350,0.19,80.0,0.001983328
2360,0.19,80.0,0.002323646
2370,0.19,80.0,0.002128637
2380,0.19,80.0,0.002775124
2390,0.19,80.0,0.002050708
2400,0.19,80.0,0.004247997
2410,0.19,80.0,0.002216837
2420,0.19,80.0,0.002100766
2430,0.19,80.0,0.00231622
2440,0.19,80.0,0.001997934
2450,0.19,80.0,0.002282157
2460,0.19,80.0,0.003039175
2470,0.19,80.0,0.002165844
2480,0.19,80.0,0.002377772
2490,0.19,80.0,0.001990895
2500,0.19,80.0,0.002756717
2510,0.19,80.0,0.003178304
2520,0.19,80.0,0.00227589
2530,0.19,80.0,0.002307436
2540,0.19,80.0,0.002172946
2550,0.19,80.0,0.002407496
2560,0.19,80.0,0.003565204
2570,0.19,80.0,0.002061528
2580,0.19,80.0,0.002159512
2590,0.19,80.0,0.0024621
2600,0.19,80.0,0.001985299
2610,0.19,80.0,0.002122273
2620,0.19,80.0,0.002617744
2630,0.19,80.0,0.002175374
2640,0.19,80.0,0.002147763
2650,0.19,80.0,0.002733406
2660,0.19,80.0,0.002539024
2670,0.19,80.0,0.003023365
2680,0.19,80.0,0.003792166
2690,0.19,80.0,0.002734116
2700,0.19,80.0,0.00232602
2710,0.19,80.0,0.002336581
2720,0.19,80.0,0.002832418
2730,0.19,80.0,0.002207299
2740,0.19,80.0,0.002252187
2750,0.19,80.0,0.003533889
2760,0.19,80.0,0.002192568
2770,0.19,80.0,0.002401836
2780,0.19,80.0,0.002480745
2790,0.19,80.0,0.002199999
2800,0.19,80.0,0.002382873
2810,0.19,80.0,0.002677531
2820,0.19,80.0,0.002235191
2830,0.19,80.0,0.0029248
2840,0.19,80.0,0.002239872
2850,0.19,80.0,0.002464054
2860,0.19,80.0,0.003460942
2870,0.19,80.0,0.002700005
2880,0.19,80.0,0.002497327
2890,0.19,80.0,0.003627374
2900,0.19,80.0,0.003133506
2910,0.19,80.0,0.002756153
2920,0.19,80.0,0.002562834
2930,0.19,80.0,0.003040482
2940,0.19,80.0,0.003155623
2950,0.19,80.0,0.003489661
2960,0.19,80.0,0.003042036
2970,0.19,80.0,0.004414403
2980,0.19,80.0,0.002465576
2990,0.19,80.0,0.002598261
3000,0.19,80.0,0.003036052
3010,0.19,80.0,0.002876246
3020,0.19,80.0,0.003851354
3030,0.19,80.0,0.003613672
3040,0.19,80.0,0.002950872
3050,0.19,80.0,0.0029614
3060,0.19,80.0,0.002911966
3070,0.19,80.0,0.002770043
3080,0.19,80.0,0.002721412
3090,0.19,80.0,0.003133929
3100,0.19,80.0,0.003051597
3110,0.19,80.0,0.002981962
3120,0.19,80.0,0.002742879
3130,0.19,80.0,0.002627382
3140,0.19,80.0,0.00300072
3150,0.19,80.0,0.003037414
3160,0.19,80.0,0.002756522
3170,0.19,80.0,0.002752317
3180,0.19,80.0,0.002749238
3190,0.19,80.0,0.002813536
3200,0.19,80.0,0.005941455
3210,0.19,80.0,0.002501844
3220,0.19,80.0,0.002626377
3230,0.19,80.0,0.002652728
3240,0.19,80.0,0.002719729
3250,0.19,80.0,0.002599139
3260,0.19,80.0,0.002725153
3270,0.19,80.0,0.002803978
3280,0.19,80.0,0.0026026
3290,0.19,80.0,0.002603458
3300,0.19,80.0,0.004093585
3310,0.19,80.0,0.00273827
3320,0.19,80.0,0.003080336
3330,0.19,80.0,0.002636126
3340,0.19,80.0,0.003269359
3350,0.19,80.0,0.002896756
3360,0.19,80.0,0.002753372
3370,0.19,80.0,0.003128439
3380,0.19,80.0,0.002868904
3390,0.19,80.0,0.002862469
3400,0.19,80.0,0.00295329
3410,0.19,80.0,0.002963503
3420,0.19,80.0,0.004502601
3430,0.19,80.0,0.002967821
3440,0.19,80.0,0.004324087
3450,0.19,80.0,0.003544052
3460,0.19,80.0,0.003140988
3470,0.19,80.0,0.003302527
3480,0.19,80.0,0.004497963
3490,0.19,80.0,0.003252743
3500,0.19,80.0,0.003174116
3510,0.19,80.0,0.003231319
3520,0.19,80.0,0.00394506
3530,0.19,80.0,0.004084537
3540,0.19,80.0,0.002918189
3550,0.19,80.0,0.003300108
3560,0.19,80.0,0.004279622
3570,0.19,80.0,0.00390773
3580,0.19,80.0,0.003228966
3590,0.19,80.0,0.004410317
3600,0.19,80.0,0.004709855
3610,0.19,80.0,0.003408028
3620,0.19,80.0,0.003230725
3630,0.19,80.0,0.004207356
3640,0.19,80.0,0.003810802
3650,0.19,80.0,0.003204802
3660,0.19,80.0,0.003343089
3670,0.19,80.0,0.003500658
3680,0.19,80.0,0.003743787
3690,0.19,80.0,0.002901767
3700,0.19,80.0,0.00308864
3710,0.19,80.0,0.003330391
3720,0.19,80.0,0.003058008
3730,0.19,80.0,0.003514982
3740,0.19,80.0,0.003046108
3750,0.19,80.0,0.003491566
3760,0.19,80.0,0.003374693
3770,0.19,80.0,0.003705093
3780,0.19,80.0,0.003007586
3790,0.19,80.0,0.003552234
3800,0.19,80.0,0.003069908
3810,0.19,80.0,0.003529624
3820,0.19,80.0,0.00316296
3830,0.19,80.0,0.003202615
3840,0.19,80.0,0.003383651
3850,0.19,80.0,0.003119369
3860,0.19,80.0,0.003566682
3870,0.19,80.0,0.003198826
3880,0.19,80.0,0.003930398
3890,0.19,80.0,0.003308184
3900,0.19,80.0,0.003621348
3910,0.19,80.0,0.003330774
3920,0.19,80.0,0.004114564
3930,0.19,80.0,0.003638802
3940,0.19,80.0,0.004326281
3950,0.19,80.0,0.004234052
3960,0.19,80.0,0.003265454
3970,0.19,80.0,0.00373108
3980,0.19,80.0,0.003916089
3990,0.19,80.0,0.003691524
4000,0.19,80.0,0.003473505
4010,0.19,80.0,0.004839728
4020,0.19,80.0,0.00347313
4030,0.19,80.0,0.004308832
4040,0.19,80.0,0.003764532
4050,0.19,80.0,0.005980111
4060,0.19,80.0,0.004568783
4070,0.19,80.0,0.005258119
4080,0.19,80.0,0.004249508
4090,0.19,80.0,0.004518725
4100,0.19,80.0,0.004692156
4110,0.19,80.0,0.003730122
4120,0.19,80.0,0.003985971
4130,0.19,80.0,0.003622952
4140,0.19,80.0,0.004172193
4150,0.19,80.0,0.003801472
4160,0.19,80.0,0.00340561
4170,0.19,80.0,0.003721924
4180,0.19,80.0,0.003689921
4190,0.19,80.0,0.004177311
4200,0.19,80.0,0.003504908
4210,0.19,80.0,0.004883161
4220,0.19,80.0,0.003798587
4230,0.19,80.0,0.004091031
4240,0.19,80.0,0.003523521
4250,0.19,80.0,0.003882255
4260,0.19,80.0,0.003471141
4270,0.19,80.0,0.003843628
4280,0.19,80.0,0.003562204
4290,0.19,80.0,0.003796194
4300,0.19,80.0,0.003543371
4310,0.19,80.0,0.003839083
4320,0.19,80.0,0.003685725
4330,0.19,80.0,0.005171889
4340,0.19,80.0,0.00534669
4350,0.19,80.0,0.004777409
4360,0.19,80.0,0.005123046
4370,0.19,80.0,0.006315298
4380,0.19,80.0,0.00507876
4390,0.19,80.0,0.0056703
4400,0.19,80.0,0.005622384
4410,0.19,80.0,0.005582857
4420,0.19,80.0,0.006090491
4430,0.19,80.0,0.005543746
4440,0.19,80.0,0.005708796
4450,0.19,80.0,0.005297528
4460,0.19,80.0,0.006096901
4470,0.19,80.0,0.006061812
4480,0.19,80.0,0.006324245
4490,0.19,80.0,0.005519003
4500,0.19,80.0,0.006414343
4510,0.19,80.0,0.005983785
4520,0.19,80.0,0.006493096
4530,0.19,80.0,0.005159283
4540,0.19,80.0,0.004907952
4550,0.19,80.0,0.005176811
4560,0.19,80.0,0.005962297
4570,0.19,80.0,0.005711417
4580,0.19,80.0,0.005397474
4590,0.19,80.0,0.005372148
4600,0.19,80.0,0.005713883
4610,0.19,80.0,0.006160803
4620,0.19,80.0,0.006306938
4630,0.19,80.0,0.005805163
4640,0.19,80.0,0.005795651
4650,0.19,80.0,0.005929214
4660,0.19,80.0,0.007592154
4670,0.19,80.0,0.007087659
4680,0.19,80.0,0.009823695
4690,0.19,80.0,0.009346368
4700,0.19,80.0,0.017825034
4710,0.19,80.0,0.004682302
4720,0.19,80.0,0.159696304
4730,0.19,80.0,0.012425093
4740,0.19,80.0,0.008495829
4750,0.19,80.0,0.006461078
4760,0.19,80.0,0.014191925
4770,0.19,80.0,0.005475253
4780,0.19,80.0,0.004515827
4790,0.19,80.0,0.005326588
4800,0.19,80.0,0.011525988
4810,0.19,80.0,0.013834942
4820,0.19,80.0,0.005706659
4830,0.19,80.0,0.004736225
4840,0.19,80.0,0.005102912
4850,0.19,80.0,0.004380887
4860,0.19,80.0,0.006247817
4870,0.19,80.0,0.007135793
4880,0.19,80.0,0.007076294
4890,0.19,80.0,0.005345147
4900,0.19,80.0,0.005359487
4910,0.19,80.0,0.031667422
4920,0.19,80.0,0.021861071
4930,0.19,80.0,0.017120043
4940,0.19,80.0,0.045495095
4950,0.19,80.0,0.005861735
4960,0.19,80.0,0.013595702
4970,0.19,80.0,0.005121773
4980,0.19,80.0,0.005611441
4990,0.19,80.0,0.005283434
0,0.38,41.0,6.31499999981e-06
10,0.38,46.0,9.08400000021e-06
20,0.38,47.0,1.38239999998e-05
30,0.38,51.0,1.65329999997e-05
40,0.38,46.0,3.9836e-05
50,0.38,49.0,4.14800000001e-05
60,0.38,57.0,2.42040000002e-05
70,0.38,57.0,3.36130000003e-05
80,0.38,53.0,4.27590000003e-05
90,0.38,56.0,3.4699e-05
100,0.38,59.0,3.47669999998e-05
110,0.38,60.0,4.10610000001e-05
120,0.38,63.0,4.12509999999e-05
130,0.38,60.0,4.83099999999e-05
140,0.38,61.0,5.18380000001e-05
150,0.38,63.0,5.2218e-05
160,0.38,64.0,5.64220000001e-05
170,0.38,68.0,5.70290000002e-05
180,0.38,62.0,5.69669999999e-05
190,0.38,67.0,0.000147786
200,0.38,67.0,6.83700000002e-05
210,0.38,72.0,7.04200000001e-05
220,0.38,68.0,9.15379999999e-05
230,0.38,66.0,8.48659999999e-05
240,0.38,72.0,8.542e-05
250,0.38,74.0,8.40180000004e-05
260,0.38,77.0,9.32850000002e-05
270,0.38,68.0,0.000105813
280,0.38,73.0,0.000107329
290,0.38,73.0,0.000104228
300,0.38,72.0,0.000108464
310,0.38,75.0,0.000107041
320,0.38,76.0,0.000112414
330,0.38,72.0,0.000169648
340,0.38,73.0,0.00012892
350,0.38,76.0,0.000124154
360,0.38,79.0,0.000125088
370,0.38,73.0,0.000127461
380,0.38,74.0,0.000133982
390,0.38,76.0,0.000137665
400,0.38,77.0,0.000153449
410,0.38,78.0,0.000149038
420,0.38,77.0,0.000149478
430,0.38,78.0,0.000215718
440,0.38,75.0,0.000232658
450,0.38,80.0,0.000205424
460,0.38,76.0,0.0001673
470,0.38,76.0,0.000192575
480,0.38,78.0,0.000194966
490,0.38,79.0,0.000173028
500,0.38,80.0,0.000182807
510,0.38,79.0,0.000179348
520,0.38,79.0,0.000196557
530,0.38,79.0,0.000194849
540,0.38,78.0,0.000231087
550,0.38,78.0,0.000216907
560,0.38,80.0,0.000727711
570,0.38,79.0,0.000212652
580,0.38,78.0,0.000266361
590,0.38,79.0,0.000221588
600,0.38,80.0,0.00022668
610,0.38,80.0,0.000228849
620,0.38,80.0,0.000221138
630,0.38,80.0,0.000255892
640,0.38,79.0,0.000235276
650,0.38,80.0,0.000244029
660,0.38,80.0,0.000380863
670,0.38,79.0,0.000345683
680,0.38,79.0,0.000244114
690,0.38,80.0,0.000265762
700,0.38,77.0,0.000290669
710,0.38,80.0,0.000255453
720,0.38,80.0,0.000261837
730,0.38,79.0,0.0002569
740,0.38,79.0,0.000253007
750,0.38,80.0,0.000277278
760,0.38,79.0,0.000294698
770,0.38,80.0,0.000534349
780,0.38,80.0,0.00036594
790,0.38,80.0,0.000436899
800,0.38,79.0,0.00052205
810,0.38,80.0,0.000407081
820,0.38,79.0,0.000510528
830,0.38,80.0,0.000362185
840,0.38,80.0,0.000820518
850,0.38,80.0,0.000616988
860,0.38,80.0,0.000583303
870,0.38,80.0,0.000419849
880,0.38,80.0,0.000494782
890,0.38,79.0,0.000394773
900,0.38,80.0,0.000461536
910,0.38,79.0,0.00051443
920,0.38,80.0,0.000441433
930,0.38,80.0,0.000492044
940,0.38,80.0,0.000485696
950,0.38,80.0,0.000469452
960,0.38,80.0,0.000497404
970,0.38,80.0,0.00051002
980,0.38,80.0,0.000547003
990,0.38,80.0,0.000513826
1000,0.38,80.0,0.000534791
1010,0.38,80.0,0.000875676
1020,0.38,80.0,0.000728849
1030,0.38,80.0,0.000629382
1040,0.38,80.0,0.000565273
1050,0.38,80.0,0.000578074
1060,0.38,80.0,0.000612922
1070,0.38,80.0,0.000608285
1080,0.38,80.0,0.000699613
1090,0.38,80.0,0.000855686
1100,0.38,80.0,0.00074336
1110,0.38,80.0,0.000648283
1120,0.38,80.0,0.00071012
1130,0.38,78.0,0.000847969
1140,0.38,80.0,0.000726201
1150,0.38,80.0,0.001020735
1160,0.38,80.0,0.000750216
1170,0.38,80.0,0.000990401
1180,0.38,80.0,0.000872765
1190,0.38,80.0,0.000892404
1200,0.38,80.0,0.000734336
1210,0.38,80.0,0.007441585
1220,0.38,80.0,0.002211719
1230,0.38,80.0,0.000990031
1240,0.38,80.0,0.001445796
1250,0.38,80.0,0.000974262
1260,0.38,80.0,0.000843863
1270,0.38,80.0,0.005163284
1280,0.38,80.0,0.001020932
1290,0.38,80.0,0.001205258
1300,0.38,80.0,0.000870353
1310,0.38,80.0,0.000830691
1320,0.38,80.0,0.000879861
1330,0.38,80.0,0.000814944
1340,0.38,80.0,0.000936594
1350,0.38,80.0,0.000915499
1360,0.38,80.0,0.001112821
1370,0.38,80.0,0.000776783
1380,0.38,80.0,0.000807402
1390,0.38,80.0,0.000813574
1400,0.38,80.0,0.000952607
1410,0.38,80.0,0.001028785
1420,0.38,80.0,0.000957265
1430,0.38,80.0,0.000928336
1440,0.38,80.0,0.000843448
1450,0.38,80.0,0.000890556
1460,0.38,80.0,0.000948543
1470,0.38,80.0,0.00086801
1480,0.38,80.0,0.000942523
1490,0.38,80.0,0.000989374
1500,0.38,80.0,0.000954145
1510,0.38,80.0,0.000950451
1520,0.38,80.0,0.000957937
1530,0.38,80.0,0.000927135
1540,0.38,80.0,0.001039675
1550,0.38,80.0,0.001076541
1560,0.38,80.0,0.001531568
1570,0.38,80.0,0.000986891
1580,0.38,80.0,0.000971805
1590,0.38,80.0,0.000981106
1600,0.38,80.0,0.001026441
1610,0.38,80.0,0.001003546
1620,0.38,80.0,0.002150282
1630,0.38,80.0,0.001042933
1640,0.38,80.0,0.001056786
1650,0.38,80.0,0.001620303
1660,0.38,80.0,0.001183041
1670,0.38,80.0,0.001177669
1680,0.38,80.0,0.008053518
1690,0.38,80.0,0.001138265
1700,0.38,80.0,0.001084965
1710,0.38,80.0,0.00114306
1720,0.38,80.0,0.002333142
1730,0.38,80.0,0.001914897
1740,0.38,80.0,0.002017249
1750,0.38,80.0,0.001329943
1760,0.38,80.0,0.001275677
1770,0.38,80.0,0.001984463
1780,0.38,80.0,0.001160979
1790,0.38,80.0,0.002292254
1800,0.38,80.0,0.007209184
1810,0.38,80.0,0.001281316
1820,0.38,80.0,0.001430922
1830,0.38,80.0,0.001256209
1840,0.38,80.0,0.001190379
1850,0.38,80.0,0.007146861
1860,0.38,80.0,0.00126107
1870,0.38,80.0,0.001282139
1880,0.38,80.0,0.001729278
1890,0.38,80.0,0.002243251
1900,0.38,80.0,0.002202037
1910,0.38,80.0,0.001281587
1920,0.38,80.0,0.002135738
1930,0.38,80.0,0.001357353
1940,0.38,80.0,0.001579299
1950,0.38,80.0,0.001298125
1960,0.38,80.0,0.015746431
1970,0.38,80.0,0.004990162
1980,0.38,80.0,0.001664922
1990,0.38,80.0,0.001883111
2000,0.38,80.0,0.002429902
2010,0.38,80.0,0.001594877
2020,0.38,80.0,0.001499471
2030,0.38,80.0,0.002828452
2040,0.38,80.0,0.001419575
2050,0.38,80.0,0.001791035
2060,0.38,80.0,0.002399314
2070,0.38,80.0,0.002218919
2080,0.38,80.0,0.00248435
2090,0.38,80.0,0.002255923
2100,0.38,80.0,0.00224011
2110,0.38,80.0,0.005315729
2120,0.38,80.0,0.00196039
2130,0.38,80.0,0.01475519
2140,0.38,80.0,0.001779051
2150,0.38,80.0,0.002022126
2160,0.38,80.0,0.001918934
2170,0.38,80.0,0.003208255
2180,0.38,80.0,0.001854016
2190,0.38,80.0,0.002024342
2200,0.38,80.0,0.002301313
2210,0.38,80.0,0.001499807
2220,0.38,80.0,0.001667336
2230,0.38,80.0,0.001856743
2240,0.38,80.0,0.002025296
2250,0.38,80.0,0.003813598
2260,0.38,80.0,0.001841912
2270,0.38,80.0,0.002158436
2280,0.38,80.0,0.001743189
2290,0.38,80.0,0.001775468
2300,0.38,80.0,0.002601455
2310,0.38,80.0,0.001709723
2320,0.38,80.0,0.001736328
2330,0.38,80.0,0.001828049
2340,0.38,80.0,0.002347806
2350,0.38,80.0,0.008621908
2360,0.38,80.0,0.002617432
2370,0.38,80.0,0.001926382
2380,0.38,80.0,0.001870421
2390,0.38,80.0,0.002882941
2400,0.38,80.0,0.003042609
2410,0.38,80.0,0.00259017
2420,0.38,80.0,0.005344782
2430,0.38,80.0,0.003192048
2440,0.38,80.0,0.002327049
2450,0.38,80.0,0.00278726
2460,0.38,80.0,0.002174085
2470,0.38,80.0,0.001997849
2480,0.38,80.0,0.002786247
2490,0.38,80.0,0.002632624
2500,0.38,80.0,0.003052097
2510,0.38,80.0,0.002507721
2520,0.38,80.0,0.001950136
2530,0.38,80.0,0.00239266
2540,0.38,80.0,0.002816604
2550,0.38,80.0,0.002531408
2560,0.38,80.0,0.002855002
2570,0.38,80.0,0.002191425
2580,0.38,80.0,0.005212896
2590,0.38,80.0,0.00255895
2600,0.38,80.0,0.002468838
2610,0.38,80.0,0.002295335
2620,0.38,80.0,0.002113205
2630,0.38,80.0,0.002363119
2640,0.38,80.0,0.002924526
2650,0.38,80.0,0.003169156
2660,0.38,80.0,0.002575771
2670,0.38,80.0,0.002008506
2680,0.38,80.0,0.002241211
2690,0.38,80.0,0.003752836
2700,0.38,80.0,0.002185206
2710,0.38,80.0,0.00219868
2720,0.38,80.0,0.002344349
2730,0.38,80.0,0.002265529
2740,0.38,80.0,0.002518484
2750,0.38,80.0,0.002185452
2760,0.38,80.0,0.002272382
2770,0.38,80.0,0.002289533
2780,0.38,80.0,0.002254729
2790,0.38,80.0,0.002415053
2800,0.38,80.0,0.002158567
2810,0.38,80.0,0.002178573
2820,0.38,80.0,0.002693823
2830,0.38,80.0,0.002390475
2840,0.38,80.0,0.002193763
2850,0.38,80.0,0.002761088
2860,0.38,80.0,0.002408804
2870,0.38,80.0,0.002273881
2880,0.38,80.0,0.00269819
2890,0.38,80.0,0.002426664
2900,0.38,80.0,0.002278398
2910,0.38,80.0,0.00279932
2920,0.38,80.0,0.002393142
2930,0.38,80.0,0.00228627
2940,0.38,80.0,0.003586495
2950,0.38,80.0,0.002297619
2960,0.38,80.0,0.002600479
2970,0.38,80.0,0.002307098
2980,0.38,80.0,0.002838896
2990,0.38,80.0,0.008553851
3000,0.38,80.0,0.002613273
3010,0.38,80.0,0.002473487
3020,0.38,80.0,0.00261692
3030,0.38,80.0,0.002350174
3040,0.38,80.0,0.003224647
3050,0.38,80.0,0.002353177
3060,0.38,80.0,0.002359422
3070,0.38,80.0,0.003181553
3080,0.38,80.0,0.002355071
3090,0.38,80.0,0.00231863
3100,0.38,80.0,0.00288011
3110,0.38,80.0,0.002748473
3120,0.38,80.0,0.002904633
3130,0.38,80.0,0.002731459
3140,0.38,80.0,0.003888627
3150,0.38,80.0,0.003783687
3160,0.38,80.0,0.00553967
3170,0.38,80.0,0.00297837
3180,0.38,80.0,0.002617647
3190,0.38,80.0,0.004160761
3200,0.38,80.0,0.002919894
3210,0.38,80.0,0.004608895
3220,0.38,80.0,0.002797089
3230,0.38,80.0,0.00370029
3240,0.38,80.0,0.003681511
3250,0.38,80.0,0.002633096
