iteration,cooling_value,fitness,elapsed_time
3210,0.38,8.0,0.004078691
3220,0.38,17.0,0.002495736
3230,0.38,19.0,0.002664549
3240,0.38,22.0,0.003102353
3250,0.38,21.0,0.002472044
3260,0.38,17.0,0.003081924
3270,0.38,26.0,0.003041812
3280,0.38,21.0,0.003070469
3290,0.38,15.0,0.002463152
3300,0.38,13.0,0.00251862
3310,0.38,18.0,0.003707376
3320,0.38,13.0,0.002910379
3330,0.38,40.0,0.00269784
3340,0.38,25.0,0.002975152
3350,0.38,17.0,0.003870774
3360,0.38,29.0,0.002759406
3370,0.38,10.0,0.002923017
3380,0.38,12.0,0.00320245
3390,0.38,17.0,0.002626269
3400,0.38,14.0,0.00326941
3410,0.38,21.0,0.003340198
3420,0.38,17.0,0.003883086
3430,0.38,13.0,0.006695079
3440,0.38,17.0,0.006385888
3450,0.38,13.0,0.005304935
3460,0.38,14.0,0.004923609
3470,0.38,19.0,0.005361553
3480,0.38,15.0,0.005358821
3490,0.38,33.0,0.005060119
3500,0.38,26.0,0.005802363
3510,0.38,20.0,0.005546671
3520,0.38,20.0,0.005407513
3530,0.38,21.0,0.006252546
3540,0.38,10.0,0.006727227
3550,0.38,16.0,0.006061658
3560,0.38,20.0,0.005698136
3570,0.38,20.0,0.005454182
3580,0.38,18.0,0.006158056
3590,0.38,28.0,0.007669296
3600,0.38,14.0,0.00721128
3610,0.38,22.0,0.005781334
3620,0.38,34.0,0.011797253
3630,0.38,20.0,0.004070955
3640,0.38,17.0,0.002991944
3650,0.38,17.0,0.00328365
3660,0.38,10.0,0.003120657
3670,0.38,20.0,0.002929033
3680,0.38,16.0,0.004288702
3690,0.38,15.0,0.003890302
3700,0.38,15.0,0.002806218
3710,0.38,31.0,0.004030868
3720,0.38,20.0,0.003980086
3730,0.38,19.0,0.003024019
3740,0.38,18.0,0.003666835
3750,0.38,12.0,0.003132916
3760,0.38,18.0,0.003594174
3770,0.38,25.0,0.004020953
3780,0.38,33.0,0.003049097
3790,0.38,20.0,0.002893514
3800,0.38,22.0,0.003662848
3810,0.38,10.0,0.003449243
3820,0.38,21.0,0.002883561
3830,0.38,15.0,0.002913947
3840,0.38,18.0,0.002925414
3850,0.38,27.0,0.002995931
3860,0.38,18.0,0.002998844
3870,0.38,19.0,0.003839984
3880,0.38,24.0,0.003019278
3890,0.38,30.0,0.003608232
3900,0.38,15.0,0.003244705
3910,0.38,31.0,0.003106549
3920,0.38,7.0,0.003133269
3930,0.38,15.0,0.002961894
3940,0.38,11.0,0.003151273
3950,0.38,15.0,0.00306693
3960,0.38,22.0,0.00300013
3970,0.38,18.0,0.003032906
3980,0.38,11.0,0.003045579
3990,0.38,21.0,0.003243077
4000,0.38,25.0,0.003066025
4010,0.38,10.0,0.003243504
4020,0.38,27.0,0.003408658
4030,0.38,13.0,0.003042646
4040,0.38,21.0,0.0030755
4050,0.38,22.0,0.003133
4060,0.38,11.0,0.003162319
4070,0.38,17.0,0.003108547
4080,0.38,16.0,0.003457205
4090,0.38,27.0,0.004156589
4100,0.38,18.0,0.003179127
4110,0.38,20.0,0.003396198
4120,0.38,44.0,0.004750214
4130,0.38,19.0,0.004190674
4140,0.38,19.0,0.004231118
4150,0.38,24.0,0.004463788
4160,0.38,29.0,0.004447834
4170,0.38,23.0,0.004526177
4180,0.38,26.0,0.003623841
4190,0.38,15.0,0.004351594
4200,0.38,30.0,0.004631846
4210,0.38,22.0,0.003822941
4220,0.38,22.0,0.004604364
4230,0.38,23.0,0.0036909
4240,0.38,16.0,0.004192796
4250,0.38,11.0,0.003486528
4260,0.38,27.0,0.00442677
4270,0.38,24.0,0.004626285
4280,0.38,16.0,0.003620072
4290,0.38,25.0,0.0040851
4300,0.38,32.0,0.005589321
4310,0.38,27.0,0.003600562
4320,0.38,23.0,0.003698593
4330,0.38,36.0,0.00391881
4340,0.38,19.0,0.003700853
4350,0.38,28.0,0.003401362
4360,0.38,18.0,0.003472064
4370,0.38,26.0,0.003401369
4380,0.38,22.0,0.003399683
4390,0.38,34.0,0.003615782
4400,0.38,24.0,0.003394245
4410,0.38,17.0,0.003381618
4420,0.38,28.0,0.003438988
4430,0.38,19.0,0.003557051
4440,0.38,29.0,0.003483708
4450,0.38,22.0,0.003510475
4460,0.38,35.0,0.003579618
4470,0.38,21.0,0.003423343
4480,0.38,33.0,0.00358621
4490,0.38,32.0,0.003571457
4500,0.38,25.0,0.003852235
4510,0.38,19.0,0.003546114
4520,0.38,34.0,0.003779944
4530,0.38,23.0,0.003662699
4540,0.38,29.0,0.00363988
4550,0.38,35.0,0.003565977
4560,0.38,27.0,0.004078791
4570,0.38,18.0,0.00466051
4580,0.38,22.0,0.004654634
4590,0.38,31.0,0.005202733
4600,0.38,25.0,0.004027472
4610,0.38,28.0,0.005004456
4620,0.38,25.0,0.005216015
4630,0.38,14.0,0.004147975
4640,0.38,23.0,0.005825438
4650,0.38,27.0,0.004726758
4660,0.38,23.0,0.004941161
4670,0.38,46.0,0.004814349
4680,0.38,27.0,0.005517279
4690,0.38,25.0,0.004243092
4700,0.38,43.0,0.005695911
4710,0.38,16.0,0.004797219
4720,0.38,28.0,0.005166411
4730,0.38,45.0,0.010933082
4740,0.38,33.0,0.003783982
4750,0.38,21.0,0.004592471
4760,0.38,44.0,0.004390412
4770,0.38,24.0,0.003833313
4780,0.38,29.0,0.003944657
4790,0.38,19.0,0.003847004
4800,0.38,22.0,0.003755409
4810,0.38,40.0,0.00377875
4820,0.38,20.0,0.003848517
4830,0.38,15.0,0.003876923
4840,0.38,18.0,0.003796124
4850,0.38,22.0,0.003868712
4860,0.38,34.0,0.003870303
4870,0.38,32.0,0.003805536
4880,0.38,27.0,0.003854633
4890,0.38,30.0,0.003799398
4900,0.38,30.0,0.003818595
4910,0.38,29.0,0.004057181
4920,0.38,27.0,0.003929912
4930,0.38,24.0,0.004282068
4940,0.38,14.0,0.003993234
4950,0.38,33.0,0.003964873
4960,0.38,24.0,0.004044837
4970,0.38,31.0,0.00410754
4980,0.38,25.0,0.004815774
4990,0.38,27.0,0.003852612
0,0.76,3.0,5.74600000025e-06
10,0.76,1.0,7.96000000003e-06
20,0.76,0.0,9.81299999969e-06
30,0.76,0.0,1.27069999998e-05
40,0.76,1.0,1.56139999996e-05
50,0.76,1.0,1.96949999998e-05
60,0.76,2.0,2.2306e-05
70,0.76,0.0,5.6329e-05
80,0.76,2.0,8.78750000002e-05
90,0.76,3.0,3.3857e-05
100,0.76,4.0,2.99449999996e-05
110,0.76,1.0,3.26099999999e-05
120,0.76,2.0,4.09449999998e-05
130,0.76,1.0,4.19110000003e-05
140,0.76,0.0,3.45689999999e-05
150,0.76,6.0,4.05140000002e-05
160,0.76,4.0,5.8492e-05
170,0.76,4.0,5.34320000001e-05
180,0.76,2.0,6.3054e-05
190,0.76,1.0,0.000213125
200,0.76,1.0,6.41699999999e-05
210,0.76,5.0,5.85790000001e-05
220,0.76,3.0,6.16500000001e-05
230,0.76,1.0,0.000135317
240,0.76,2.0,0.000117501
250,0.76,0.0,6.0629e-05
260,0.76,5.0,6.50010000003e-05
270,0.76,6.0,7.72590000002e-05
280,0.76,5.0,8.49939999998e-05
290,0.76,3.0,0.000113035
300,0.76,1.0,8.2173e-05
310,0.76,4.0,0.000114014
320,0.76,2.0,9.98710000002e-05
330,0.76,2.0,8.3525e-05
340,0.76,1.0,0.000111259
350,0.76,2.0,0.000371307
360,0.76,6.0,0.000114473
370,0.76,10.0,0.00022537
380,0.76,8.0,0.000162445
390,0.76,2.0,0.000446367
400,0.76,2.0,0.000115234
410,0.76,8.0,0.000111154
420,0.76,3.0,9.65240000004e-05
430,0.76,2.0,0.000116765
440,0.76,11.0,0.000131573
450,0.76,9.0,0.000119341
460,0.76,4.0,0.000118909
470,0.76,7.0,0.000109361
480,0.76,2.0,0.000109867
490,0.76,2.0,0.000109079
500,0.76,4.0,0.000148813
510,0.76,2.0,0.000111831
520,0.76,5.0,0.000116752
530,0.76,3.0,0.000133138
540,0.76,6.0,0.000135651
550,0.76,0.0,0.000146769
560,0.76,4.0,0.000153455
570,0.76,2.0,0.000141385
580,0.76,2.0,0.000167821
590,0.76,5.0,0.000159321
600,0.76,5.0,0.000757486
610,0.76,1.0,0.000198178
620,0.76,2.0,0.000408509
630,0.76,5.0,0.000159294
640,0.76,9.0,0.000179439
650,0.76,5.0,0.000143347
660,0.76,6.0,0.000430883
670,0.76,11.0,0.000240672
680,0.76,4.0,0.000528968
690,0.76,2.0,0.000159737
700,0.76,12.0,0.000174784
710,0.76,7.0,0.000157093
720,0.76,8.0,0.00019448
730,0.76,7.0,0.000164454
740,0.76,9.0,0.000161803
750,0.76,10.0,0.000182157
760,0.76,9.0,0.000172852
770,0.76,5.0,0.000169863
780,0.76,5.0,0.000398387
790,0.76,2.0,0.000229473
800,0.76,9.0,0.000465996
810,0.76,4.0,0.000275144
820,0.76,8.0,0.000762085
830,0.76,5.0,0.000268813
840,0.76,4.0,0.000883993
850,0.76,10.0,0.000237465
860,0.76,4.0,0.000231971
870,0.76,11.0,0.000352953
880,0.76,2.0,0.000293625
890,0.76,1.0,0.000335892
900,0.76,5.0,0.00034199
910,0.76,5.0,0.000249673
920,0.76,2.0,0.000198582
930,0.76,4.0,0.000206055
940,0.76,8.0,0.000249138
950,0.76,4.0,0.000296059
960,0.76,12.0,0.000273753
970,0.76,5.0,0.000569599
980,0.76,4.0,0.000342653
990,0.76,7.0,0.000874061
1000,0.76,1.0,0.000243501
1010,0.76,4.0,0.000209201
1020,0.76,9.0,0.000268024
1030,0.76,9.0,0.000284911
1040,0.76,11.0,0.00024603
1050,0.76,3.0,0.000226127
1060,0.76,9.0,0.000241223
1070,0.76,14.0,0.000316153
1080,0.76,11.0,0.000996753
1090,0.76,10.0,0.000331009
1100,0.76,5.0,0.00079093
1110,0.76,15.0,0.000466457
1120,0.76,5.0,0.000270673
1130,0.76,5.0,0.000499066
1140,0.76,13.0,0.000681608
1150,0.76,13.0,0.000264697
1160,0.76,5.0,0.00024322
1170,0.76,2.0,0.000261552
1180,0.76,6.0,0.000267655
1190,0.76,9.0,0.000307691000001
1200,0.76,8.0,0.000322098
1210,0.76,10.0,0.000287219
1220,0.76,10.0,0.000274645
1230,0.76,14.0,0.000277966
1240,0.76,7.0,0.000263419
1250,0.76,9.0,0.000312323
1260,0.76,11.0,0.001634108
1270,0.76,7.0,0.001784665
1280,0.76,7.0,0.001376473
1290,0.76,19.0,0.00056208
1300,0.76,5.0,0.000328887
1310,0.76,10.0,0.0003612
1320,0.76,7.0,0.000609736
1330,0.76,6.0,0.000427046
1340,0.76,12.0,0.000571404
1350,0.76,19.0,0.000299387
1360,0.76,21.0,0.000329048
1370,0.76,9.0,0.00028669
1380,0.76,12.0,0.000338276
1390,0.76,9.0,0.000316224
1400,0.76,12.0,0.000300240000001
1410,0.76,9.0,0.000307668
1420,0.76,6.0,0.000297942
1430,0.76,8.0,0.000361454
1440,0.76,10.0,0.000318093
1450,0.76,5.0,0.000314676
1460,0.76,13.0,0.000356348
1470,0.76,7.0,0.000393707
1480,0.76,6.0,0.000302097
1490,0.76,7.0,0.00030943
1500,0.76,5.0,0.000324239
1510,0.76,7.0,0.000355011
1520,0.76,4.0,0.000336234
1530,0.76,9.0,0.000321077000001
1540,0.76,10.0,0.000341812
1550,0.76,13.0,0.000346415999999
1560,0.76,15.0,0.000324699
1570,0.76,8.0,0.000379697
1580,0.76,7.0,0.000432101
1590,0.76,11.0,0.000422098
1600,0.76,3.0,0.000384019999999
1610,0.76,12.0,0.000366174
1620,0.76,12.0,0.000349275
1630,0.76,6.0,0.000352983
1640,0.76,8.0,0.000344577
1650,0.76,8.0,0.000353903
1660,0.76,6.0,0.000366593000001
1670,0.76,9.0,0.000372778999999
1680,0.76,4.0,0.000364811
1690,0.76,9.0,0.000384686
1700,0.76,12.0,0.00037314
1710,0.76,7.0,0.000387069999999
1720,0.76,13.0,0.000371856
1730,0.76,4.0,0.000388554000001
1740,0.76,13.0,0.000440283
1750,0.76,6.0,0.000379837
1760,0.76,10.0,0.000404172
1770,0.76,12.0,0.000387112
1780,0.76,7.0,0.000380995
1790,0.76,2.0,0.000391143
1800,0.76,9.0,0.000373359
1810,0.76,22.0,0.000421992
1820,0.76,10.0,0.00041187
1830,0.76,10.0,0.000403108
1840,0.76,14.0,0.000431176
1850,0.76,8.0,0.000415215999999
1860,0.76,12.0,0.000429629999999
1870,0.76,7.0,0.000410645
1880,0.76,8.0,0.000406852999999
1890,0.76,11.0,0.000413578000001
1900,0.76,4.0,0.000409898
1910,0.76,14.0,0.000423024000001
1920,0.76,11.0,0.000398033
1930,0.76,15.0,0.000432845
1940,0.76,6.0,0.000478298
1950,0.76,13.0,0.000631281
1960,0.76,24.0,0.000435729
1970,0.76,15.0,0.000545366
1980,0.76,26.0,0.000462027999999
1990,0.76,15.0,0.000468242999999
2000,0.76,19.0,0.000550034000001
2010,0.76,9.0,0.000445747
2020,0.76,8.0,0.000489173
2030,0.76,24.0,0.000475849
2040,0.76,13.0,0.000463424
2050,0.76,8.0,0.000527858
2060,0.76,13.0,0.000493822
2070,0.76,16.0,0.000456676
2080,0.76,11.0,0.000542432
2090,0.76,10.0,0.000521785
2100,0.76,11.0,0.000504328
2110,0.76,7.0,0.000515571
2120,0.76,21.0,0.000473145
2130,0.76,9.0,0.000573599
2140,0.76,21.0,0.000483182
2150,0.76,12.0,0.000468655
2160,0.76,14.0,0.000472501
2170,0.76,23.0,0.000485565
2180,0.76,14.0,0.000493098000001
2190,0.76,8.0,0.000476915999999
2200,0.76,14.0,0.000512452
2210,0.76,13.0,0.000489011
2220,0.76,12.0,0.000489711
2230,0.76,19.0,0.000515743
2240,0.76,23.0,0.000492893000001
2250,0.76,12.0,0.000527077
2260,0.76,10.0,0.000491371
2270,0.76,16.0,0.000529161
2280,0.76,6.0,0.000524354
2290,0.76,14.0,0.000598123
2300,0.76,11.0,0.000503866
2310,0.76,20.0,0.000527108
2320,0.76,15.0,0.000519292000001
2330,0.76,18.0,0.000567425
2340,0.76,9.0,0.000519566
2350,0.76,7.0,0.000950276999999
2360,0.76,6.0,0.000506177999999
2370,0.76,6.0,0.000557429
2380,0.76,22.0,0.000555569
2390,0.76,15.0,0.000548414
2400,0.76,10.0,0.000559154999999
2410,0.76,30.0,0.000560237
2420,0.76,11.0,0.000537944
2430,0.76,14.0,0.000547486
2440,0.76,22.0,0.000552401
2450,0.76,7.0,0.000674178
2460,0.76,16.0,0.000545764
2470,0.76,19.0,0.000565534000001
2480,0.76,21.0,0.000557516
2490,0.76,22.0,0.0018597
2500,0.76,12.0,0.002353595
2510,0.76,15.0,0.000675035
2520,0.76,36.0,0.000844794
2530,0.76,9.0,0.000732345
2540,0.76,36.0,0.000684972
2550,0.76,17.0,0.000711909000001
2560,0.76,15.0,0.000693389
2570,0.76,8.0,0.001308072
2580,0.76,31.0,0.002019523
2590,0.76,19.0,0.002077457
2600,0.76,11.0,0.007490009
2610,0.76,22.0,0.00474161
2620,0.76,14.0,0.008589857
2630,0.76,20.0,0.003007455
2640,0.76,8.0,0.002097624
2650,0.76,8.0,0.004144695
2660,0.76,31.0,0.004753277
2670,0.76,10.0,0.003547629
2680,0.76,5.0,0.002671652
2690,0.76,16.0,0.005684977
2700,0.76,15.0,0.004069846
2710,0.76,11.0,0.006649739
2720,0.76,12.0,0.007358996
2730,0.76,24.0,0.005104676
2740,0.76,17.0,0.00446185
2750,0.76,14.0,0.003547237
2760,0.76,17.0,0.005292654
2770,0.76,23.0,0.003435392
2780,0.76,13.0,0.003262781
2790,0.76,16.0,0.003102446
2800,0.76,16.0,0.00342787
2810,0.76,16.0,0.003067269
2820,0.76,8.0,0.003842252
2830,0.76,32.0,0.003095062
2840,0.76,21.0,0.003226017
2850,0.76,9.0,0.013671249
2860,0.76,14.0,0.011032171
2870,0.76,23.0,0.000921730000001
2880,0.76,17.0,0.000790665999999
2890,0.76,13.0,0.000777443
2900,0.76,9.0,0.000990913000001
2910,0.76,27.0,0.000891601999999
2920,0.76,18.0,0.000813527
2930,0.76,7.0,0.000850522
2940,0.76,14.0,0.000773275
2950,0.76,15.0,0.00117153
2960,0.76,16.0,0.000804585
2970,0.76,7.0,0.00137318
2980,0.76,10.0,0.000888460000001
2990,0.76,22.0,0.000899126999999
3000,0.76,16.0,0.000818524
3010,0.76,25.0,0.000829575
3020,0.76,11.0,0.001071034
3030,0.76,8.0,0.000860908000001
3040,0.76,37.0,0.001168129
3050,0.76,17.0,0.004551658
3060,0.76,16.0,0.000858675
3070,0.76,15.0,0.001111045
3080,0.76,8.0,0.000832861999999
3090,0.76,18.0,0.000836703
3100,0.76,8.0,0.002462358
3110,0.76,16.0,0.001503231
3120,0.76,14.0,0.001428976
3130,0.76,12.0,0.001391709
3140,0.76,16.0,0.000824573
3150,0.76,13.0,0.000945821
3160,0.76,11.0,0.001508077
3170,0.76,19.0,0.002299957
3180,0.76,39.0,0.00129807
3190,0.76,20.0,0.001015118
3200,0.76,29.0,0.001291344
3210,0.76,19.0,0.001108575
3220,0.76,18.0,0.00218577
3230,0.76,28.0,0.00078663
3240,0.76,16.0,0.000919780999999
3250,0.76,27.0,0.000948655999999
3260,0.76,11.0,0.002011649
3270,0.76,8.0,0.001836714
3280,0.76,19.0,0.001229927
3290,0.76,17.0,0.001682054
3300,0.76,21.0,0.001105073
3310,0.76,24.0,0.000809991000001
3320,0.76,28.0,0.000968223
3330,0.76,13.0,0.000983497
3340,0.76,22.0,0.002491292
3350,0.76,10.0,0.002688623
3360,0.76,13.0,0.000913816
3370,0.76,26.0,0.001303485
3380,0.76,14.0,0.002177207
3390,0.76,28.0,0.002585623
3400,0.76,14.0,0.001373195
3410,0.76,18.0,0.001710988
3420,0.76,21.0,0.002009376
3430,0.76,17.0,0.001113456
3440,0.76,34.0,0.001300883
3450,0.76,8.0,0.001288389
3460,0.76,18.0,0.002188827
3470,0.76,19.0,0.002770368
3480,0.76,30.0,0.001958736
3490,0.76,21.0,0.00285417
3500,0.76,19.0,0.000838071
3510,0.76,17.0,0.000853397
3520,0.76,10.0,0.001029978
3530,0.76,26.0,0.002346245
3540,0.76,11.0,0.001510313
3550,0.76,12.0,0.000983406
3560,0.76,17.0,0.001048121
3570,0.76,15.0,0.001027349
3580,0.76,22.0,0.001122707
3590,0.76,17.0,0.000983945000001
3600,0.76,17.0,0.001121322
3610,0.76,30.0,0.001097844
3620,0.76,20.0,0.001255144
3630,0.76,9.0,0.000843216
3640,0.76,16.0,0.001417022
3650,0.76,27.0,0.000903845000001
3660,0.76,19.0,0.001126467
3670,0.76,27.0,0.000869954
3680,0.76,24.0,0.001144549
3690,0.76,32.0,0.001455481
3700,0.76,16.0,0.001053739
3710,0.76,12.0,0.001050524
3720,0.76,23.0,0.000882638
3730,0.76,23.0,0.001041653
3740,0.76,17.0,0.000947266000001
3750,0.76,19.0,0.000907656
3760,0.76,22.0,0.000906290000001
3770,0.76,16.0,0.000889807
3780,0.76,16.0,0.000877273
3790,0.76,15.0,0.000911441
3800,0.76,27.0,0.000978322
3810,0.76,31.0,0.000919558000001
3820,0.76,32.0,0.000955078
3830,0.76,16.0,0.000942206
3840,0.76,36.0,0.000952855
3850,0.76,20.0,0.00100105
3860,0.76,13.0,0.000958501
3870,0.76,17.0,0.000887956
3880,0.76,22.0,0.000917475000001
3890,0.76,25.0,0.000980262
3900,0.76,24.0,0.000968294
3910,0.76,17.0,0.000972829
3920,0.76,16.0,0.001012737
3930,0.76,11.0,0.001073234
3940,0.76,24.0,0.001019702
3950,0.76,25.0,0.000965834
3960,0.76,27.0,0.001003398
3970,0.76,36.0,0.001025529
3980,0.76,32.0,0.000973005
3990,0.76,14.0,0.000960909
4000,0.76,23.0,0.0011735
4010,0.76,14.0,0.001189773
4020,0.76,14.0,0.000946824
4030,0.76,13.0,0.000926829
4040,0.76,18.0,0.000962184
4050,0.76,60.0,0.001187007
4060,0.76,21.0,0.00101573
4070,0.76,20.0,0.001100121
4080,0.76,42.0,0.001121681
4090,0.76,21.0,0.000998048
4100,0.76,15.0,0.000938196
4110,0.76,17.0,0.000978253
4120,0.76,14.0,0.000955092
4130,0.76,27.0,0.000984164
4140,0.76,21.0,0.000988322
4150,0.76,27.0,0.001033033
4160,0.76,38.0,0.001104009
4170,0.76,30.0,0.0010877
4180,0.76,12.0,0.001173991
4190,0.76,23.0,0.00148309
4200,0.76,32.0,0.001489633
4210,0.76,6.0,0.001436882
4220,0.76,12.0,0.002695793
4230,0.76,40.0,0.00329787
4240,0.76,18.0,0.001481532
4250,0.76,20.0,0.001783157
4260,0.76,19.0,0.002829293
4270,0.76,24.0,0.001485098
4280,0.76,22.0,0.002875603
4290,0.76,32.0,0.002306707
4300,0.76,19.0,0.002709982
4310,0.76,18.0,0.001549093
4320,0.76,20.0,0.00151924
4330,0.76,18.0,0.001490064
4340,0.76,17.0,0.002293985
4350,0.76,21.0,0.003589266
4360,0.76,26.0,0.005460269
4370,0.76,21.0,0.001506845
4380,0.76,13.0,0.002123864
4390,0.76,35.0,0.001561478
4400,0.76,21.0,0.001591041
4410,0.76,32.0,0.001755958
4420,0.76,31.0,0.001857533
4430,0.76,20.0,0.00121391
4440,0.76,25.0,0.001102172
4450,0.76,21.0,0.001234518
4460,0.76,29.0,0.001119488
4470,0.76,31.0,0.002972022
4480,0.76,48.0,0.003175765
4490,0.76,22.0,0.003059091
4500,0.76,21.0,0.001245617
4510,0.76,21.0,0.001301841
4520,0.76,32.0,0.001646682
4530,0.76,21.0,0.003095153
4540,0.76,38.0,0.00350116
4550,0.76,18.0,0.0015634
4560,0.76,20.0,0.002629017
4570,0.76,18.0,0.00121392
4580,0.76,21.0,0.001259144
4590,0.76,31.0,0.00138258
4600,0.76,42.0,0.002849865
4610,0.76,28.0,0.001366776
4620,0.76,29.0,0.001153949
4630,0.76,32.0,0.002145105
4640,0.76,27.0,0.00121015
4650,0.76,29.0,0.001235474
4660,0.76,18.0,0.001731137
4670,0.76,13.0,0.001325966
4680,0.76,34.0,0.001351409
4690,0.76,20.0,0.001275947
4700,0.76,32.0,0.001280434
4710,0.76,23.0,0.001280679
4720,0.76,29.0,0.001474346
4730,0.76,44.0,0.001539504
4740,0.76,23.0,0.001399932
4750,0.76,24.0,0.001530894
4760,0.76,46.0,0.001352058
4770,0.76,27.0,0.001323812
4780,0.76,25.0,0.001491525
4790,0.76,14.0,0.001350768
4800,0.76,15.0,0.001395319
4810,0.76,28.0,0.00178003
4820,0.76,21.0,0.001352564
4830,0.76,38.0,0.001215901
4840,0.76,35.0,0.001551578
4850,0.76,51.0,0.001403539
4860,0.76,14.0,0.00163036
4870,0.76,36.0,0.001599701
4880,0.76,50.0,0.001603877
4890,0.76,31.0,0.001403204
4900,0.76,12.0,0.001399826
4910,0.76,28.0,0.00158487
4920,0.76,30.0,0.001674683
4930,0.76,30.0,0.001324039
4940,0.76,25.0,0.001363097
4950,0.76,29.0,0.001657786
4960,0.76,32.0,0.001592738
4970,0.76,14.0,0.001683089
4980,0.76,26.0,0.001935117
4990,0.76,47.0,0.00201671
0,0.95,2.0,5.1559999994e-06
10,0.95,1.0,7.97600000002e-06
20,0.95,1.0,6.96250000001e-05
30,0.95,0.0,1.19139999999e-05
40,0.95,1.0,1.32050000001e-05
50,0.95,5.0,1.91730000001e-05
60,0.95,2.0,1.95459999999e-05
70,0.95,1.0,2.0235e-05
80,0.95,3.0,2.36669999998e-05
90,0.95,9.0,2.61559999997e-05
100,0.95,4.0,3.0432e-05
110,0.95,0.0,3.16300000005e-05
120,0.95,6.0,3.68650000002e-05
130,0.95,1.0,3.53530000003e-05
140,0.95,1.0,5.06529999997e-05
150,0.95,4.0,3.65869999994e-05
160,0.95,1.0,4.26969999996e-05
170,0.95,1.0,4.09640000001e-05
180,0.95,2.0,4.78669999993e-05
190,0.95,1.0,5.23010000002e-05
200,0.95,4.0,5.32909999995e-05
210,0.95,2.0,5.48680000003e-05
220,0.95,2.0,7.176e-05
230,0.95,2.0,6.30339999992e-05
240,0.95,0.0,8.04130000001e-05
250,0.95,0.0,6.5363e-05
260,0.95,1.0,0.000143411
270,0.95,3.0,7.39760000004e-05
280,0.95,1.0,9.69079999997e-05
290,0.95,0.0,9.24400000004e-05
300,0.95,1.0,7.71780000006e-05
310,0.95,5.0,6.99790000001e-05
320,0.95,3.0,7.97579999992e-05
330,0.95,10.0,0.000119839000001
340,0.95,1.0,8.12039999998e-05
350,0.95,0.0,0.000108828
360,0.95,1.0,7.91019999999e-05
370,0.95,1.0,0.000138427
380,0.95,1.0,0.000100886
390,0.95,1.0,9.84700000002e-05
400,0.95,2.0,0.000115877
410,0.95,1.0,0.000107361
420,0.95,3.0,0.000130355
430,0.95,0.0,9.61850000003e-05
440,0.95,1.0,0.000122346
450,0.95,2.0,0.000109531
460,0.95,4.0,0.000123197
470,0.95,0.0,0.00012119
480,0.95,2.0,0.000126370999999
490,0.95,4.0,0.000122996
500,0.95,3.0,0.000156959
510,0.95,8.0,0.00015048
520,0.95,2.0,0.000441133
530,0.95,1.0,0.000135555
540,0.95,0.0,0.000140055
550,0.95,4.0,0.000148856
560,0.95,2.0,0.000138141
570,0.95,5.0,0.000144953
580,0.95,6.0,0.000242463
590,0.95,1.0,0.000217966
600,0.95,6.0,0.000144596
610,0.95,2.0,0.000262202
620,0.95,2.0,0.000235852
630,0.95,1.0,0.000527014999999
640,0.95,4.0,0.000202332000001
650,0.95,3.0,0.000147849999999
660,0.95,2.0,0.000166197
670,0.95,0.0,0.000148855
680,0.95,2.0,0.000166214
690,0.95,3.0,0.000232200999999
700,0.95,2.0,0.000181692
710,0.95,2.0,0.000201791
720,0.95,0.0,0.000176061
730,0.95,2.0,0.000159151
740,0.95,8.0,0.000218073
750,0.95,3.0,0.000195562
760,0.95,7.0,0.000161750999999
770,0.95,4.0,0.000194828
780,0.95,7.0,0.000630997
790,0.95,9.0,0.000225826
800,0.95,1.0,0.000176085000001
810,0.95,5.0,0.000313439
820,0.95,1.0,0.000340798
830,0.95,1.0,0.00376158
840,0.95,1.0,0.000215309
850,0.95,5.0,0.00029371
860,0.95,7.0,0.000276362
870,0.95,3.0,0.000424679
880,0.95,0.0,0.000375598000001
890,0.95,8.0,0.000566589
900,0.95,3.0,0.000282624
910,0.95,2.0,0.000226952
920,0.95,9.0,0.00021507
930,0.95,4.0,0.000195169
940,0.95,4.0,0.000201216
950,0.95,7.0,0.000225202
960,0.95,10.0,0.000212168
970,0.95,2.0,0.000238998
980,0.95,0.0,0.000356088999999
990,0.95,0.0,0.00023632
1000,0.95,4.0,0.000257581
1010,0.95,5.0,0.001092828
1020,0.95,1.0,0.000281831000001
1030,0.95,6.0,0.000940269999999
1040,0.95,2.0,0.000351624
1050,0.95,6.0,0.000312092
1060,0.95,11.0,0.000516473
1070,0.95,8.0,0.000841981
1080,0.95,6.0,0.000312774
1090,0.95,6.0,0.000286696
1100,0.95,6.0,0.000295443
1110,0.95,7.0,0.000244315
1120,0.95,11.0,0.000337996
1130,0.95,3.0,0.000312147
1140,0.95,5.0,0.000395066
1150,0.95,12.0,0.000344648
1160,0.95,9.0,0.00052931
1170,0.95,5.0,0.001366418
1180,0.95,6.0,0.000330117000001
1190,0.95,9.0,0.001184475
1200,0.95,9.0,0.000352238
1210,0.95,4.0,0.000441101
1220,0.95,4.0,0.000330472000001
1230,0.95,6.0,0.000327606000001
1240,0.95,2.0,0.000383932
1250,0.95,8.0,0.000354315
1260,0.95,13.0,0.000389781999999
1270,0.95,2.0,0.000535148
1280,0.95,6.0,0.000759737
1290,0.95,8.0,0.000343023
1300,0.95,8.0,0.000344784
1310,0.95,10.0,0.000408987
1320,0.95,13.0,0.000354159
1330,0.95,4.0,0.000469139
